,Agent_0,Agent_1,Agent_2,Agent_3,Agent_4,Agent_5,Agent_6,Agent_7,Agent_8,Agent_9,Agent_10,Agent_11,Agent_12,Agent_13,Agent_14,Agent_15,Agent_16,Agent_17,Agent_18,Agent_19,Agent_20,Agent_21,Agent_22,Agent_23,Agent_24,Agent_25,Agent_26,Agent_27,Agent_28,Agent_29,Total_Payoff
30,"{'assigned_arms': [6, 23], 'chosen_arm': [6], 'payoff': [np.float64(47.14)]}","{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [np.float64(9.31)]}","{'assigned_arms': [28], 'chosen_arm': [28], 'payoff': [np.float64(65.65)]}","{'assigned_arms': [30, 18], 'chosen_arm': [18], 'payoff': [np.float64(91.84)]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [np.float64(95.33)]}","{'assigned_arms': [25], 'chosen_arm': [25], 'payoff': [np.float64(3.0)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(91.47)]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [np.float64(67.08)]}","{'assigned_arms': [35], 'chosen_arm': [35], 'payoff': [np.float64(1.98)]}","{'assigned_arms': [40], 'chosen_arm': [40], 'payoff': [np.float64(21.1)]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [np.float64(42.87)]}","{'assigned_arms': [22], 'chosen_arm': [22], 'payoff': [np.float64(52.76)]}","{'assigned_arms': [16, 36, 38], 'chosen_arm': [36], 'payoff': [np.float64(97.42)]}","{'assigned_arms': [43, 27], 'chosen_arm': [43], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [26, 0, 46], 'chosen_arm': [46], 'payoff': [np.float64(88.55)]}","{'assigned_arms': [47], 'chosen_arm': [47], 'payoff': [np.float64(29.31)]}","{'assigned_arms': [19], 'chosen_arm': [19], 'payoff': [np.float64(36.47)]}","{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [np.float64(41.43)]}","{'assigned_arms': [10, 29], 'chosen_arm': [10], 'payoff': [np.float64(28.24)]}","{'assigned_arms': [37, 48, 1], 'chosen_arm': [1], 'payoff': [np.float64(88.64)]}","{'assigned_arms': [45, 14], 'chosen_arm': [45], 'payoff': [np.float64(15.42)]}","{'assigned_arms': [20, 7], 'chosen_arm': [20], 'payoff': [np.float64(17.01)]}","{'assigned_arms': [41], 'chosen_arm': [41], 'payoff': [np.float64(47.13)]}","{'assigned_arms': [13, 33, 15], 'chosen_arm': [13], 'payoff': [np.float64(22.01)]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [np.float64(67.81)]}","{'assigned_arms': [39, 5, 32, 21], 'chosen_arm': [5], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [44, 42, 31], 'chosen_arm': [42], 'payoff': [np.float64(33.39)]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [np.float64(58.92)]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [np.float64(72.79)]}","{'assigned_arms': [4, 2], 'chosen_arm': [2], 'payoff': [np.float64(54.89)]}",52.96533333333334
31,"{'assigned_arms': [47, 40], 'chosen_arm': [47], 'payoff': [np.float64(29.12)]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [np.float64(63.16)]}","{'assigned_arms': [13, 38], 'chosen_arm': [13], 'payoff': [np.float64(22.48)]}","{'assigned_arms': [25, 6], 'chosen_arm': [6], 'payoff': [np.float64(46.61)]}","{'assigned_arms': [2], 'chosen_arm': [2], 'payoff': [np.float64(69.0)]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [np.float64(68.56)]}","{'assigned_arms': [24, 45], 'chosen_arm': [45], 'payoff': [np.float64(8.09)]}","{'assigned_arms': [43], 'chosen_arm': [43], 'payoff': [np.float64(95.88)]}","{'assigned_arms': [28], 'chosen_arm': [28], 'payoff': [np.float64(77.1)]}","{'assigned_arms': [20], 'chosen_arm': [20], 'payoff': [np.float64(18.17)]}","{'assigned_arms': [11, 36], 'chosen_arm': [36], 'payoff': [np.float64(90.4)]}","{'assigned_arms': [22], 'chosen_arm': [22], 'payoff': [np.float64(48.06)]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [np.float64(34.24)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(56.65)]}","{'assigned_arms': [48, 23], 'chosen_arm': [23], 'payoff': [np.float64(69.64)]}","{'assigned_arms': [7], 'chosen_arm': [7], 'payoff': [np.float64(53.49)]}","{'assigned_arms': [0, 15], 'chosen_arm': [0], 'payoff': [np.float64(34.92)]}","{'assigned_arms': [1, 33, 31], 'chosen_arm': [1], 'payoff': [np.float64(70.22)]}","{'assigned_arms': [5, 17, 21], 'chosen_arm': [17], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [39, 46], 'chosen_arm': [39], 'payoff': [np.float64(84.27)]}","{'assigned_arms': [16, 10, 34], 'chosen_arm': [16], 'payoff': [np.float64(81.83)]}","{'assigned_arms': [41, 26], 'chosen_arm': [41], 'payoff': [np.float64(42.16)]}","{'assigned_arms': [37, 35], 'chosen_arm': [35], 'payoff': [np.float64(9.3)]}","{'assigned_arms': [18, 42], 'chosen_arm': [18], 'payoff': [np.float64(97.06)]}","{'assigned_arms': [19, 49], 'chosen_arm': [49], 'payoff': [np.float64(69.88)]}","{'assigned_arms': [14], 'chosen_arm': [14], 'payoff': [np.float64(7.94)]}","{'assigned_arms': [44], 'chosen_arm': [44], 'payoff': [np.float64(46.54)]}","{'assigned_arms': [29, 9, 27], 'chosen_arm': [9], 'payoff': [np.float64(43.06)]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [np.float64(72.38)]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [np.float64(85.13)]}",56.51133333333334
32,"{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [np.float64(96.33)]}","{'assigned_arms': [2], 'chosen_arm': [2], 'payoff': [np.float64(77.49)]}","{'assigned_arms': [47], 'chosen_arm': [47], 'payoff': [np.float64(20.85)]}","{'assigned_arms': [14, 44, 18], 'chosen_arm': [18], 'payoff': [np.float64(91.7)]}","{'assigned_arms': [11, 48], 'chosen_arm': [48], 'payoff': [np.float64(59.1)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(54.48)]}","{'assigned_arms': [4, 23], 'chosen_arm': [23], 'payoff': [np.float64(68.39)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [6, 36], 'chosen_arm': [36], 'payoff': [np.float64(83.49)]}","{'assigned_arms': [26], 'chosen_arm': [26], 'payoff': [np.float64(89.72)]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [np.float64(25.5)]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [np.float64(73.53)]}","{'assigned_arms': [24, 30, 13], 'chosen_arm': [13], 'payoff': [np.float64(9.12)]}","{'assigned_arms': [41], 'chosen_arm': [41], 'payoff': [np.float64(46.24)]}","{'assigned_arms': [7, 19], 'chosen_arm': [19], 'payoff': [np.float64(39.68)]}","{'assigned_arms': [39, 9], 'chosen_arm': [39], 'payoff': [np.float64(83.66)]}","{'assigned_arms': [40, 43, 34, 8], 'chosen_arm': [43], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [42], 'chosen_arm': [42], 'payoff': [np.float64(37.15)]}","{'assigned_arms': [31, 35], 'chosen_arm': [31], 'payoff': [np.float64(21.16)]}","{'assigned_arms': [22], 'chosen_arm': [22], 'payoff': [np.float64(54.9)]}","{'assigned_arms': [0, 29], 'chosen_arm': [0], 'payoff': [np.float64(24.0)]}","{'assigned_arms': [46], 'chosen_arm': [46], 'payoff': [np.float64(78.93)]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [np.float64(67.6)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(14.68)]}","{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [np.float64(76.73)]}","{'assigned_arms': [3, 1, 38], 'chosen_arm': [3], 'payoff': [np.float64(93.02)]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [np.float64(71.88)]}","{'assigned_arms': [16, 20], 'chosen_arm': [16], 'payoff': [np.float64(85.97)]}","{'assigned_arms': [28, 25, 15], 'chosen_arm': [28], 'payoff': [np.float64(68.28)]}","{'assigned_arms': [33, 21], 'chosen_arm': [21], 'payoff': [np.float64(36.78)]}",61.678666666666665
33,"{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [np.float64(69.9)]}","{'assigned_arms': [0, 16], 'chosen_arm': [0], 'payoff': [np.float64(21.76)]}","{'assigned_arms': [34, 44], 'chosen_arm': [44], 'payoff': [np.float64(29.12)]}","{'assigned_arms': [15, 14, 20], 'chosen_arm': [15], 'payoff': [np.float64(10.49)]}","{'assigned_arms': [40, 3, 41, 12], 'chosen_arm': [3], 'payoff': [np.float64(86.74)]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [np.float64(14.36)]}","{'assigned_arms': [19, 2], 'chosen_arm': [2], 'payoff': [np.float64(57.6)]}","{'assigned_arms': [48], 'chosen_arm': [48], 'payoff': [np.float64(47.76)]}","{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [np.float64(5.29)]}","{'assigned_arms': [7, 13], 'chosen_arm': [7], 'payoff': [np.float64(43.56)]}","{'assigned_arms': [22], 'chosen_arm': [22], 'payoff': [np.float64(56.93)]}","{'assigned_arms': [36, 6], 'chosen_arm': [36], 'payoff': [np.float64(90.11)]}","{'assigned_arms': [18], 'chosen_arm': [18], 'payoff': [np.float64(99.16)]}","{'assigned_arms': [42], 'chosen_arm': [42], 'payoff': [np.float64(39.41)]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [np.float64(83.79)]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [38, 39], 'chosen_arm': [38], 'payoff': [np.float64(44.24)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(7.19)]}","{'assigned_arms': [21], 'chosen_arm': [21], 'payoff': [np.float64(28.42)]}","{'assigned_arms': [9, 28], 'chosen_arm': [28], 'payoff': [np.float64(67.12)]}","{'assigned_arms': [47, 8], 'chosen_arm': [8], 'payoff': [np.float64(52.48)]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [np.float64(83.26)]}","{'assigned_arms': [23, 26], 'chosen_arm': [26], 'payoff': [np.float64(80.31)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(62.18)]}","{'assigned_arms': [43], 'chosen_arm': [43], 'payoff': [np.float64(99.16)]}","{'assigned_arms': [46], 'chosen_arm': [46], 'payoff': [np.float64(87.14)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(52.74)]}","{'assigned_arms': [35, 25], 'chosen_arm': [25], 'payoff': [np.float64(1.09)]}","{'assigned_arms': [33, 37, 4, 31, 32], 'chosen_arm': [37], 'payoff': [np.float64(69.07)]}","{'assigned_arms': [10, 17], 'chosen_arm': [17], 'payoff': [np.float64(91.1)]}",56.04933333333333
34,"{'assigned_arms': [26, 18], 'chosen_arm': [18], 'payoff': [np.float64(91.43)]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [np.float64(19.87)]}","{'assigned_arms': [1, 21], 'chosen_arm': [21], 'payoff': [np.float64(34.49)]}","{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [np.float64(9.21)]}","{'assigned_arms': [2], 'chosen_arm': [2], 'payoff': [np.float64(56.85)]}","{'assigned_arms': [36, 6], 'chosen_arm': [36], 'payoff': [np.float64(86.58)]}","{'assigned_arms': [43], 'chosen_arm': [43], 'payoff': [np.float64(95.06)]}","{'assigned_arms': [41, 12, 44], 'chosen_arm': [12], 'payoff': [np.float64(73.05)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(87.83)]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [np.float64(71.21)]}","{'assigned_arms': [14, 35], 'chosen_arm': [35], 'payoff': [np.float64(0.3)]}","{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [np.float64(67.05)]}","{'assigned_arms': [7, 31, 25], 'chosen_arm': [7], 'payoff': [np.float64(44.39)]}","{'assigned_arms': [19], 'chosen_arm': [19], 'payoff': [np.float64(26.76)]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [np.float64(62.83)]}","{'assigned_arms': [46], 'chosen_arm': [46], 'payoff': [np.float64(85.47)]}","{'assigned_arms': [0, 16], 'chosen_arm': [0], 'payoff': [np.float64(23.3)]}","{'assigned_arms': [10, 23, 29], 'chosen_arm': [10], 'payoff': [np.float64(16.49)]}","{'assigned_arms': [5, 47, 28], 'chosen_arm': [5], 'payoff': [np.float64(90.39)]}","{'assigned_arms': [9, 4], 'chosen_arm': [4], 'payoff': [np.float64(38.09)]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [np.float64(15.71)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(17.53)]}","{'assigned_arms': [27, 49], 'chosen_arm': [27], 'payoff': [np.float64(59.0)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(59.94)]}","{'assigned_arms': [40, 22, 34], 'chosen_arm': [40], 'payoff': [np.float64(14.25)]}","{'assigned_arms': [38, 39], 'chosen_arm': [39], 'payoff': [np.float64(82.58)]}","{'assigned_arms': [3, 48], 'chosen_arm': [3], 'payoff': [np.float64(98.83)]}","{'assigned_arms': [42, 32], 'chosen_arm': [42], 'payoff': [np.float64(34.5)]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [np.float64(3.74)]}","{'assigned_arms': [20], 'chosen_arm': [20], 'payoff': [np.float64(18.3)]}",49.50099999999999
35,"{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(61.96)]}","{'assigned_arms': [21, 15, 41], 'chosen_arm': [41], 'payoff': [np.float64(41.51)]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [np.float64(7.81)]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [np.float64(14.45)]}","{'assigned_arms': [48, 46], 'chosen_arm': [46], 'payoff': [np.float64(82.24)]}","{'assigned_arms': [42], 'chosen_arm': [42], 'payoff': [np.float64(37.28)]}","{'assigned_arms': [34, 47], 'chosen_arm': [47], 'payoff': [np.float64(30.28)]}","{'assigned_arms': [36], 'chosen_arm': [36], 'payoff': [np.float64(97.31)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(15.88)]}","{'assigned_arms': [37, 22, 9], 'chosen_arm': [37], 'payoff': [np.float64(72.39)]}","{'assigned_arms': [1, 14, 0], 'chosen_arm': [1], 'payoff': [np.float64(87.57)]}","{'assigned_arms': [18, 12], 'chosen_arm': [18], 'payoff': [np.float64(98.92)]}","{'assigned_arms': [25], 'chosen_arm': [25], 'payoff': [np.float64(0.0)]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [np.float64(29.23)]}","{'assigned_arms': [35, 20], 'chosen_arm': [35], 'payoff': [np.float64(0.38)]}","{'assigned_arms': [40, 39], 'chosen_arm': [39], 'payoff': [np.float64(78.39)]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [np.float64(93.72)]}","{'assigned_arms': [10, 8, 32], 'chosen_arm': [32], 'payoff': [np.float64(68.79)]}","{'assigned_arms': [23, 4], 'chosen_arm': [23], 'payoff': [np.float64(71.05)]}","{'assigned_arms': [44, 38], 'chosen_arm': [38], 'payoff': [np.float64(45.65)]}","{'assigned_arms': [7], 'chosen_arm': [7], 'payoff': [np.float64(33.63)]}","{'assigned_arms': [26, 2], 'chosen_arm': [26], 'payoff': [np.float64(88.45)]}","{'assigned_arms': [43], 'chosen_arm': [43], 'payoff': [np.float64(97.41)]}","{'assigned_arms': [16, 19], 'chosen_arm': [16], 'payoff': [np.float64(88.14)]}","{'assigned_arms': [28], 'chosen_arm': [28], 'payoff': [np.float64(64.53)]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [np.float64(22.9)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [6, 24], 'chosen_arm': [6], 'payoff': [np.float64(51.11)]}","{'assigned_arms': [11, 49, 30], 'chosen_arm': [49], 'payoff': [np.float64(83.3)]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [np.float64(94.46)]}",58.62466666666667
36,"{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [np.float64(35.86)]}","{'assigned_arms': [42, 20, 26], 'chosen_arm': [26], 'payoff': [np.float64(93.81)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(94.15)]}","{'assigned_arms': [18, 0, 48], 'chosen_arm': [18], 'payoff': [np.float64(97.12)]}","{'assigned_arms': [12, 36], 'chosen_arm': [12], 'payoff': [np.float64(79.63)]}","{'assigned_arms': [28], 'chosen_arm': [28], 'payoff': [np.float64(77.61)]}","{'assigned_arms': [25, 40], 'chosen_arm': [40], 'payoff': [np.float64(21.66)]}","{'assigned_arms': [19], 'chosen_arm': [19], 'payoff': [np.float64(28.34)]}","{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [np.float64(0.0)]}","{'assigned_arms': [23], 'chosen_arm': [23], 'payoff': [np.float64(79.19)]}","{'assigned_arms': [1, 44], 'chosen_arm': [44], 'payoff': [np.float64(39.5)]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [np.float64(27.16)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(91.16)]}","{'assigned_arms': [7, 14], 'chosen_arm': [14], 'payoff': [np.float64(7.26)]}","{'assigned_arms': [46, 15], 'chosen_arm': [46], 'payoff': [np.float64(84.74)]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [np.float64(17.3)]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [np.float64(4.34)]}","{'assigned_arms': [37, 31], 'chosen_arm': [31], 'payoff': [np.float64(25.38)]}","{'assigned_arms': [32, 47], 'chosen_arm': [32], 'payoff': [np.float64(65.85)]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [np.float64(22.36)]}","{'assigned_arms': [8, 2], 'chosen_arm': [8], 'payoff': [np.float64(67.18)]}","{'assigned_arms': [21, 9], 'chosen_arm': [21], 'payoff': [np.float64(25.8)]}","{'assigned_arms': [35, 3], 'chosen_arm': [3], 'payoff': [np.float64(94.26)]}","{'assigned_arms': [41, 24], 'chosen_arm': [41], 'payoff': [np.float64(34.59)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(70.89)]}","{'assigned_arms': [5, 49], 'chosen_arm': [5], 'payoff': [np.float64(92.45)]}","{'assigned_arms': [6], 'chosen_arm': [6], 'payoff': [np.float64(61.12)]}","{'assigned_arms': [34, 38], 'chosen_arm': [38], 'payoff': [np.float64(42.87)]}","{'assigned_arms': [45, 43, 27], 'chosen_arm': [43], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [16, 22], 'chosen_arm': [16], 'payoff': [np.float64(79.11)]}",55.356333333333325
37,"{'assigned_arms': [24, 44], 'chosen_arm': [44], 'payoff': [np.float64(45.8)]}","{'assigned_arms': [14, 7], 'chosen_arm': [7], 'payoff': [np.float64(49.84)]}","{'assigned_arms': [25], 'chosen_arm': [25], 'payoff': [np.float64(2.34)]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [np.float64(2.12)]}","{'assigned_arms': [31, 37, 47], 'chosen_arm': [37], 'payoff': [np.float64(64.6)]}","{'assigned_arms': [19, 4, 32], 'chosen_arm': [32], 'payoff': [np.float64(75.99)]}","{'assigned_arms': [27, 11, 20], 'chosen_arm': [27], 'payoff': [np.float64(52.59)]}","{'assigned_arms': [12, 48], 'chosen_arm': [12], 'payoff': [np.float64(80.74)]}","{'assigned_arms': [35], 'chosen_arm': [35], 'payoff': [np.float64(2.9)]}","{'assigned_arms': [2, 46], 'chosen_arm': [46], 'payoff': [np.float64(85.33)]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [np.float64(20.66)]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [43], 'chosen_arm': [43], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [21, 36], 'chosen_arm': [36], 'payoff': [np.float64(86.32)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(79.76)]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [np.float64(61.21)]}","{'assigned_arms': [26], 'chosen_arm': [26], 'payoff': [np.float64(86.67)]}","{'assigned_arms': [17], 'chosen_arm': [17], 'payoff': [np.float64(92.51)]}","{'assigned_arms': [22, 10, 6, 42, 28], 'chosen_arm': [28], 'payoff': [np.float64(77.17)]}","{'assigned_arms': [40], 'chosen_arm': [40], 'payoff': [np.float64(19.42)]}","{'assigned_arms': [13, 3], 'chosen_arm': [3], 'payoff': [np.float64(85.71)]}","{'assigned_arms': [0], 'chosen_arm': [0], 'payoff': [np.float64(26.74)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(60.07)]}","{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [np.float64(38.95)]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [np.float64(14.2)]}","{'assigned_arms': [49, 1], 'chosen_arm': [1], 'payoff': [np.float64(79.94)]}","{'assigned_arms': [16, 18], 'chosen_arm': [18], 'payoff': [np.float64(99.76)]}","{'assigned_arms': [45, 38], 'chosen_arm': [38], 'payoff': [np.float64(43.04)]}","{'assigned_arms': [34, 23], 'chosen_arm': [34], 'payoff': [np.float64(51.76)]}","{'assigned_arms': [41], 'chosen_arm': [41], 'payoff': [np.float64(46.16)]}",57.74333333333334
38,"{'assigned_arms': [46], 'chosen_arm': [46], 'payoff': [np.float64(87.72)]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [np.float64(0.0)]}","{'assigned_arms': [36], 'chosen_arm': [36], 'payoff': [np.float64(90.11)]}","{'assigned_arms': [21, 32, 12, 4], 'chosen_arm': [12], 'payoff': [np.float64(78.77)]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [np.float64(59.46)]}","{'assigned_arms': [47], 'chosen_arm': [47], 'payoff': [np.float64(20.28)]}","{'assigned_arms': [0, 31], 'chosen_arm': [0], 'payoff': [np.float64(28.0)]}","{'assigned_arms': [5, 14], 'chosen_arm': [5], 'payoff': [np.float64(95.52)]}","{'assigned_arms': [9, 26], 'chosen_arm': [26], 'payoff': [np.float64(91.1)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(48.65)]}","{'assigned_arms': [41, 40, 42], 'chosen_arm': [42], 'payoff': [np.float64(28.93)]}","{'assigned_arms': [35], 'chosen_arm': [35], 'payoff': [np.float64(5.12)]}","{'assigned_arms': [22, 29], 'chosen_arm': [22], 'payoff': [np.float64(47.23)]}","{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [np.float64(60.88)]}","{'assigned_arms': [1, 13, 17, 19, 44], 'chosen_arm': [17], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(52.65)]}","{'assigned_arms': [7], 'chosen_arm': [7], 'payoff': [np.float64(63.89)]}","{'assigned_arms': [6], 'chosen_arm': [6], 'payoff': [np.float64(49.94)]}","{'assigned_arms': [2], 'chosen_arm': [2], 'payoff': [np.float64(63.23)]}","{'assigned_arms': [48, 15], 'chosen_arm': [15], 'payoff': [np.float64(20.48)]}","{'assigned_arms': [10, 16], 'chosen_arm': [16], 'payoff': [np.float64(91.07)]}","{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [np.float64(18.09)]}","{'assigned_arms': [23], 'chosen_arm': [23], 'payoff': [np.float64(61.77)]}","{'assigned_arms': [43, 28], 'chosen_arm': [43], 'payoff': [np.float64(94.32)]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [np.float64(43.99)]}","{'assigned_arms': [38], 'chosen_arm': [38], 'payoff': [np.float64(51.14)]}","{'assigned_arms': [24, 49, 39, 25], 'chosen_arm': [39], 'payoff': [np.float64(81.58)]}","{'assigned_arms': [3, 18], 'chosen_arm': [18], 'payoff': [np.float64(87.73)]}","{'assigned_arms': [20], 'chosen_arm': [20], 'payoff': [np.float64(20.85)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(13.31)]}",55.193666666666665
39,"{'assigned_arms': [41], 'chosen_arm': [41], 'payoff': [np.float64(43.87)]}","{'assigned_arms': [25, 10, 28, 27], 'chosen_arm': [28], 'payoff': [np.float64(55.96)]}","{'assigned_arms': [24, 43], 'chosen_arm': [43], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [np.float64(78.28)]}","{'assigned_arms': [6, 17], 'chosen_arm': [17], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [21], 'chosen_arm': [21], 'payoff': [np.float64(32.28)]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [np.float64(13.04)]}","{'assigned_arms': [26], 'chosen_arm': [26], 'payoff': [np.float64(93.96)]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [np.float64(3.51)]}","{'assigned_arms': [0, 34], 'chosen_arm': [34], 'payoff': [np.float64(55.94)]}","{'assigned_arms': [5, 37, 30], 'chosen_arm': [5], 'payoff': [np.float64(95.81)]}","{'assigned_arms': [14], 'chosen_arm': [14], 'payoff': [np.float64(8.6)]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [np.float64(82.79)]}","{'assigned_arms': [4, 23], 'chosen_arm': [4], 'payoff': [np.float64(30.62)]}","{'assigned_arms': [3, 19], 'chosen_arm': [3], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [48], 'chosen_arm': [48], 'payoff': [np.float64(58.47)]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [np.float64(64.24)]}","{'assigned_arms': [20], 'chosen_arm': [20], 'payoff': [np.float64(19.06)]}","{'assigned_arms': [42, 35], 'chosen_arm': [42], 'payoff': [np.float64(40.56)]}","{'assigned_arms': [36, 47, 45], 'chosen_arm': [36], 'payoff': [np.float64(87.81)]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [np.float64(6.45)]}","{'assigned_arms': [9, 46], 'chosen_arm': [46], 'payoff': [np.float64(77.29)]}","{'assigned_arms': [31, 44], 'chosen_arm': [44], 'payoff': [np.float64(37.08)]}","{'assigned_arms': [7, 11], 'chosen_arm': [11], 'payoff': [np.float64(0.0)]}","{'assigned_arms': [16], 'chosen_arm': [16], 'payoff': [np.float64(93.66)]}","{'assigned_arms': [22, 2, 38], 'chosen_arm': [2], 'payoff': [np.float64(71.14)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(84.77)]}","{'assigned_arms': [13, 40], 'chosen_arm': [13], 'payoff': [np.float64(11.26)]}","{'assigned_arms': [18, 32], 'chosen_arm': [18], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [np.float64(72.49)]}",57.298
